0.000000;1.743628;2.524178;2.873488;2.923992;2.970817;0.113675;3.119370;0.123627;0.416399;3.120382;0.407331;1.478928;3.121303;1.486846;1.970246;3.101860;1.955576;0.920646;0.608120;0.097192;0.439572;0.127046;0.383882;0.267799;0.044726;0.555655;0.608120;0.097192;1.231468;0.127046;0.383882;0.750394;0.044726;0.555655;0.578621;0.097192;1.231468;1.198685;0.383882;0.750394;0.717611;0.555655;0.578621;0.545838;1.231468;1.198685;0.687166;0.750394;0.717611;0.206092;0.578621;0.545838;0.034320;65.000000
0.000000;1.856977;2.530875;2.927942;2.841334;3.056859;0.212581;3.016600;0.154411;0.010610;3.122006;0.019293;0.136960;3.132149;0.133069;0.472274;3.077315;0.445820;0.914673;0.761433;0.390897;0.468998;0.315758;0.054779;0.363439;0.210199;0.160338;0.761433;0.390897;1.039201;0.315758;0.054779;0.593525;0.210199;0.160338;0.487966;0.390897;1.039201;1.203501;0.054779;0.593525;0.757825;0.160338;0.487966;0.652266;1.039201;1.203501;0.998466;0.593525;0.757825;0.552791;0.487966;0.652266;0.447232;65.000000
0.000000;1.958793;2.328521;2.754390;3.002995;2.814314;0.080434;3.115778;0.068653;0.200551;3.088974;0.177282;0.389955;3.086338;0.367067;0.760423;2.998712;0.701000;1.092137;0.747199;0.097387;0.395430;0.050491;0.599321;0.149014;0.195925;0.845737;0.747199;0.097387;1.315347;0.050491;0.599321;0.618639;0.195925;0.845737;0.372223;0.097387;1.315347;1.367117;0.599321;0.618639;0.670410;0.845737;0.372223;0.423994;1.315347;1.367117;1.018749;0.618639;0.670410;0.322041;0.372223;0.423994;0.075625;65.000000
0.000000;1.947696;2.331178;2.762136;3.014684;2.816654;0.049850;3.127084;0.043201;0.166305;3.092637;0.144442;0.340610;3.106948;0.326139;0.699349;3.029053;0.652152;1.106108;0.778305;0.139547;0.411521;0.083718;0.555040;0.166591;0.161212;0.799970;0.778305;0.139547;1.304361;0.083718;0.555040;0.609774;0.161212;0.799970;0.364844;0.139547;1.304361;1.371516;0.555040;0.609774;0.676930;0.799970;0.364844;0.431999;1.304361;1.371516;1.067202;0.609774;0.676930;0.372615;0.364844;0.431999;0.127685;65.000000
0.000000;1.960183;2.335558;2.746706;3.008591;2.803339;0.022838;3.120188;0.013008;0.143165;3.091011;0.120548;0.341654;3.102919;0.325392;0.711379;3.028295;0.663104;1.121473;0.784641;0.133317;0.417174;0.080343;0.570981;0.174273;0.162558;0.813882;0.784641;0.133317;1.303715;0.080343;0.570981;0.599417;0.162558;0.813882;0.356515;0.133317;1.303715;1.388305;0.570981;0.599417;0.684007;0.813882;0.356515;0.441106;1.303715;1.388305;1.076303;0.599417;0.684007;0.372005;0.356515;0.441106;0.129104;65.000000
0.000000;1.941671;2.319070;2.736644;2.978809;2.805499;0.008406;3.110285;0.005678;0.123909;3.085354;0.099392;0.275793;3.106795;0.261334;0.589375;3.041762;0.547031;1.122943;0.782127;0.146077;0.413850;0.073033;0.563016;0.179852;0.160964;0.797014;0.782127;0.146077;1.304814;0.073033;0.563016;0.595721;0.160964;0.797014;0.361723;0.146077;1.304814;1.393265;0.563016;0.595721;0.684172;0.797014;0.361723;0.450175;1.304814;1.393265;1.083429;0.595721;0.684172;0.374336;0.361723;0.450175;0.140338;65.000000
0.000000;1.927223;2.385088;2.757265;3.005107;2.816802;0.033766;3.090298;0.010889;0.156834;3.076521;0.128408;0.327908;3.090424;0.306620;0.652365;3.026836;0.603105;1.081519;0.739251;0.119554;0.391827;0.049559;0.570138;0.152247;0.190022;0.809719;0.739251;0.119554;1.273568;0.049559;0.570138;0.583876;0.190022;0.809719;0.344295;0.119554;1.273568;1.349782;0.570138;0.583876;0.660090;0.809719;0.344295;0.420510;1.273568;1.349782;1.006068;0.583876;0.660090;0.316376;0.344295;0.420510;0.076795;65.000000
0.000000;1.934929;2.326133;2.749379;2.980547;2.818088;0.003759;3.113332;0.008865;0.135928;3.091440;0.114174;0.300319;3.107119;0.286101;0.633535;3.035122;0.588644;1.096549;0.751909;0.109191;0.385316;0.040676;0.602042;0.154243;0.190397;0.833114;0.751909;0.109191;1.287779;0.040676;0.602042;0.576547;0.190397;0.833114;0.345474;0.109191;1.287779;1.367398;0.602042;0.576547;0.656165;0.833114;0.345474;0.425093;1.287779;1.367398;1.047493;0.576547;0.656165;0.336260;0.345474;0.425093;0.105187;65.000000
0.000000;1.923383;2.321512;2.753579;2.976407;2.824685;0.029897;3.107183;0.014502;0.173661;3.089638;0.151045;0.332983;3.105545;0.318114;0.659562;3.032836;0.613922;1.086560;0.735657;0.091255;0.370096;0.019194;0.625209;0.137606;0.213296;0.857699;0.735657;0.091255;1.293204;0.019194;0.625209;0.576741;0.213296;0.857699;0.344251;0.091255;1.293204;1.353649;0.625209;0.576741;0.637186;0.857699;0.344251;0.404696;1.293204;1.353649;1.007351;0.576741;0.637186;0.290888;0.344251;0.404696;0.058397;65.000000
0.000000;1.918932;2.378012;2.758879;2.965852;2.834444;0.054552;3.094318;0.033592;0.192678;3.056943;0.156197;0.346678;3.078545;0.320589;0.660590;3.009906;0.605051;1.058870;0.705275;0.089344;0.369920;0.016325;0.599606;0.150164;0.203430;0.819362;0.705275;0.089344;1.256973;0.016325;0.599606;0.568023;0.203430;0.819362;0.348268;0.089344;1.256973;1.318765;0.599606;0.568023;0.629815;0.819362;0.348268;0.410059;1.256973;1.318765;0.946552;0.568023;0.629815;0.257602;0.348268;0.410059;0.037846;65.000000
